"","score","text"
"183",1,"RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats"
"184",1,"RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats"
"185",1,"RT @MyNarmis: 4 easy steps to becoming a data scientist
http://t.co/Dddc6LXHqL
#data #analyst #datascientist #datascience #security http://…"
"186",1,"RT @MyNarmis: 4 easy steps to becoming a data scientist
http://t.co/Dddc6LXHqL
#data #analyst #datascientist #datascience #security http://…"
"187",1,"RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats"
"188",1,"RT @MyNarmis: 4 easy steps to becoming a data scientist
http://t.co/Dddc6LXHqL
#data #analyst #datascientist #datascience #security http://…"
"189",1,"RT @MyNarmis: 4 easy steps to becoming a data scientist
http://t.co/Dddc6LXHqL
#data #analyst #datascientist #datascience #security http://…"
"190",1,"RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats"
"191",1,"RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats"
"192",1,"RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats"
"193",1,"R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats"
"194",0,"RT @SLHBENNETT: The history of #complexityscience. Puts #AI and #datascience in perspective.  http://t.co/19I7QL5eaK http://t.co/lKNT40b8DF"
"195",1,"4 easy steps to becoming a data scientist
http://t.co/Dddc6LXHqL
#data #analyst #datascientist #datascience #security http://t.co/Gi6CoTNDBC"
"196",0,"RT @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataSci…"
"197",0,"RT @KirkDBorne: Predictive #Analytics using Oracle #DataMining book: http://t.co/nFzKI7XHAn #abdsc #BigData #DataScience http://t.co/PbQuoG…"
"198",0,"RT @KirkDBorne: Predictive #Analytics using Oracle #DataMining book: http://t.co/nFzKI7XHAn #abdsc #BigData #DataScience http://t.co/PbQuoG…"
"199",0,"RT @KirkDBorne: Predictive #Analytics using Oracle #DataMining book: http://t.co/nFzKI7XHAn #abdsc #BigData #DataScience http://t.co/PbQuoG…"
"200",0,"RT @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataSci…"
"201",0,"RT @KirkDBorne: Predictive #Analytics using Oracle #DataMining book: http://t.co/nFzKI7XHAn #abdsc #BigData #DataScience http://t.co/PbQuoG…"
"202",0,"RT @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataSci…"
"203",0,"Predictive #Analytics using Oracle #DataMining book: http://t.co/nFzKI7XHAn #abdsc #BigData #DataScience http://t.co/PbQuoGCaYn"
"204",1,"Lots of presentations this week. What did I produce? Cosmify clusters all my recent work output by type: #datascience http://t.co/C97KnAtgFO"
"205",0,"RT @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataSci…"
"206",0,"Top #DataScience Story: Politics: The devil, or Mr Wang | The Economist http://t.co/GnHvh3Kp5n see more http://t.co/zm0yi3vU1L"
"207",0,"RT @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataSci…"
"208",0,"RT @SLHBENNETT: The history of #complexityscience. Puts #AI and #datascience in perspective.  http://t.co/19I7QL5eaK http://t.co/lKNT40b8DF"
"209",0,"RT @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataSci…"
"210",0,"All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataScience"
"211",0,"RT @JulioTrujillo_: #BigData Explained in Less Than 2 Minutes! @BernardMarr vía @TOOLS_BOX_IND #datascience 
http://t.co/yIhoCNN7CO http://…"
"212",0,"RT @SLHBENNETT: The history of #complexityscience. Puts #AI and #datascience in perspective.  http://t.co/19I7QL5eaK http://t.co/lKNT40b8DF"
"213",0,"RT @JUDEDERICK: Into #DataScience  ? Want real data sets ? http://t.co/a8JZfgtyuh #bigdata #analytics #bigdataadvice #data #dataviz #datash…"
"214",0,"RT @MindAfterMath: My Life (as a Number) http://t.co/ZTZxu7SFhY #compsci  #datascience #math #stem #mathchat"
"215",0,"RT @MindAfterMath: My Life (as a Number) http://t.co/ZTZxu7SFhY #compsci  #datascience #math #stem #mathchat"
"216",0,"RT @JUDEDERICK: Into #DataScience  ? Want real data sets ? http://t.co/a8JZfgtyuh #bigdata #analytics #bigdataadvice #data #dataviz #datash…"
"217",0,"RT @Morgan_Sacco: crowdsourcing/opensource research? this hasn't dawned on me but so obvious now #DataScience https://t.co/HzkEbyjdmd"
"218",0,"RT @AngelaZutavern: Real-time image analysis --&gt; Google and J&amp;J team up on surgical robots http://t.co/wPrmIbuRPA #datascience #machinelear…"
"219",0,"crowdsourcing/opensource research? this hasn't dawned on me but so obvious now #DataScience https://t.co/HzkEbyjdmd"
"220",0,"RT @JUDEDERICK: Into #DataScience  ? Want real data sets ? http://t.co/a8JZfgtyuh #bigdata #analytics #bigdataadvice #data #dataviz #datash…"
"221",0,"RT @JUDEDERICK: Into #DataScience  ? Want real data sets ? http://t.co/a8JZfgtyuh #bigdata #analytics #bigdataadvice #data #dataviz #datash…"
"222",0,"RT @MindAfterMath: My Life (as a Number) http://t.co/ZTZxu7SFhY #compsci  #datascience #math #stem #mathchat"
"223",0,"RT @AngelaZutavern: Real-time image analysis --&gt; Google and J&amp;J team up on surgical robots http://t.co/wPrmIbuRPA #datascience #machinelear…"
"224",0,"My Life (as a Number) http://t.co/ZTZxu7SFhY #compsci  #datascience #math #stem #mathchat"
"225",0,"RT @JUDEDERICK: Into #DataScience  ? Want real data sets ? http://t.co/a8JZfgtyuh #bigdata #analytics #bigdataadvice #data #dataviz #datash…"
"226",0,"RT @AngelaZutavern: Real-time image analysis --&gt; Google and J&amp;J team up on surgical robots http://t.co/wPrmIbuRPA #datascience #machinelear…"
"227",0,"RT @chrisjhopkins: http://t.co/a3VOr75ukQ #BigData #DataVisualisation #Visualisation #DataScience #Analytics #Analysis"
"228",0,"@iographica visualization (mouse movement) of 45 minutes of league of legend gameplay http://t.co/WW3q9AGDlW #gamedev #datascience"
"229",1,"RT @mikepluta: Top #DataScience Story: @trifacta: '#DataDive in full effect @Trifacta HQ this … http://t.co/May2VX6Hb4, see more http://t.c…"
"230",0,"RT @AngelaZutavern: Real-time image analysis --&gt; Google and J&amp;J team up on surgical robots http://t.co/wPrmIbuRPA #datascience #machinelear…"
"231",2,"RT @IIT_DS: Students in @IllinoisTech Master of #DataScience program excited about participating in #KraftDataDive next month! http://t.co/…"
"232",0,"RT @AngelaZutavern: Real-time image analysis --&gt; Google and J&amp;J team up on surgical robots http://t.co/wPrmIbuRPA #datascience #machinelear…"
"233",0,"RT @AngelaZutavern: Real-time image analysis --&gt; Google and J&amp;J team up on surgical robots http://t.co/wPrmIbuRPA #datascience #machinelear…"
"234",0,"RT @JUDEDERICK: Into #DataScience  ? Want real data sets ? http://t.co/a8JZfgtyuh #bigdata #analytics #bigdataadvice #data #dataviz #datash…"
"235",0,"Into #DataScience  ? Want real data sets ? http://t.co/a8JZfgtyuh #bigdata #analytics #bigdataadvice #data #dataviz #datasharing #Hadoop"
"236",1,"RT @mikepluta: Top #DataScience Story: @trifacta: '#DataDive in full effect @Trifacta HQ this … http://t.co/May2VX6Hb4, see more http://t.c…"
"237",1,"RT @mikepluta: Top #DataScience Story: @trifacta: '#DataDive in full effect @Trifacta HQ this … http://t.co/May2VX6Hb4, see more http://t.c…"
"238",1,"RT @sarveshgupta89: Apple wants #bigdata #analytics as well - congrats Acunu - http://t.co/6znFELFts3  #datascience @FoundationDB did not h…"
"239",1,"RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/9x3oyw5h1v #abdsc #BigData #Analytics #DataScience"
"240",0,"RT @chrisjhopkins: http://t.co/a3VOr75ukQ #BigData #DataVisualisation #Visualisation #DataScience #Analytics #Analysis"
"241",0,"RT @chrisjhopkins: http://t.co/a3VOr75ukQ #BigData #DataVisualisation #Visualisation #DataScience #Analytics #Analysis"
"242",1,"RT @mikepluta: Top #DataScience Story: @trifacta: '#DataDive in full effect @Trifacta HQ this … http://t.co/May2VX6Hb4, see more http://t.c…"
"243",-1,"Cognitive Style of #Powerpoint Pitching out Corrupts within  #DataScience http://t.co/Fp0JcI4ILu http://t.co/IZYxxMYjSt"
"244",1,"RT @mikepluta: Top #DataScience Story: @trifacta: '#DataDive in full effect @Trifacta HQ this … http://t.co/May2VX6Hb4, see more http://t.c…"
"245",0,"RT @chrisjhopkins: http://t.co/a3VOr75ukQ #BigData #DataVisualisation #Visualisation #DataScience #Analytics #Analysis"
"246",0,"RT @chrisjhopkins: http://t.co/a3VOr75ukQ #BigData #DataVisualisation #Visualisation #DataScience #Analytics #Analysis"
"247",1,"Top #DataScience Story: @trifacta: '#DataDive in full effect @Trifacta HQ this … http://t.co/May2VX6Hb4, see more http://t.co/M8d5agCFhe"
"248",0,"RT @chrisjhopkins: http://t.co/a3VOr75ukQ #BigData #DataVisualisation #Visualisation #DataScience #Analytics #Analysis"
"249",0,"RT @CouthonConseil: #BigData &amp; #DataScience: What Does a #DataScientist Do? http://t.co/K44GZ2q9c2 http://t.co/JkpUeiuy8h"
"250",0,"http://t.co/a3VOr75ukQ #BigData #DataVisualisation #Visualisation #DataScience #Analytics #Analysis"
"251",0,"RT @_krisjack: Is #word2vec a glorified presentation of word counting? http://t.co/VP0L47WBGn #DataScience"
"252",1,"RT @psd4u: RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/R5PbOA6Fst #abdsc #BigData #Analytics #DataS…"
"253",1,"RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/R5PbOA6Fst #abdsc #BigData #Analytics #DataScience"
"254",0,"Thoughts on #datascience #interviews and planning for transitions. @erinshellman My interview wall was similar... http://t.co/1anV2omEEv"
"255",1,"RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/9x3oyw5h1v #abdsc #BigData #Analytics #DataScience"
"256",1,"RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/9x3oyw5h1v #abdsc #BigData #Analytics #DataScience"
"257",1,"RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/9x3oyw5h1v #abdsc #BigData #Analytics #DataScience"
"258",1,"RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/9x3oyw5h1v #abdsc #BigData #Analytics #DataScience"
"259",1,"RT @sarveshgupta89: Apple wants #bigdata #analytics as well - congrats Acunu - http://t.co/6znFELFts3  #datascience @FoundationDB did not h…"
"260",1,"RT @CITBA: ""Do data scientists need to be domain experts to deliver good analytics?"" #datascience #feedly http://t.co/PtcRt4WFrh"
"261",1,"RT @sarveshgupta89: Apple wants #bigdata #analytics as well - congrats Acunu - http://t.co/6znFELFts3  #datascience @FoundationDB did not h…"
"262",1,"RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/9x3oyw5h1v #abdsc #BigData #Analytics #DataScience"
"263",1,"RT @KirkDBorne: How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/9x3oyw5h1v #abdsc #BigData #Analytics #DataScience"
"264",1,"How a Chief Data Officer #CDO Can Make Your Data Great: http://t.co/9x3oyw5h1v #abdsc #BigData #Analytics #DataScience"
"265",0,"RT @APGuha: 3 paths to your first #dataanalytics job. http://t.co/QQxgKdYUHv @udacity http://t.co/GZJ87hQSSX #bigdata #DataScience #Machine…"
"266",1,"Apple wants #bigdata #analytics as well - congrats Acunu - http://t.co/6znFELFts3  #datascience @FoundationDB did not happen yet #startups"
"267",1,"""Do data scientists need to be domain experts to deliver good analytics?"" #datascience #feedly http://t.co/PtcRt4WFrh"
"268",0,"RT @ekimetrics: So you want to be #DataScientist? via http://t.co/kWd4TBsntv  #DataScience #BigData #Dataviz #MachinLearning #IoT #AI http:…"
"269",0,"http://t.co/SUb4T70zyZ

#DataScience 
#BigData http://t.co/jqDlerz2w8"
"270",0,"RT @mariandragt: Why visualisation matters: these data sets have the same mean, median + variance #datascience http://t.co/biPtOOmeEW MT @j…"
"271",0,"RT @CouthonConseil: #BigData &amp; #DataScience: What Does a #DataScientist Do? http://t.co/K44GZ2q9c2 http://t.co/JkpUeiuy8h"
"272",1,"RT @LoopGM: How to Become a Data Scientist for Free | Zeeshan-ul-hassan Usmani http://t.co/Sjvti5oYg9 #MachineLearning #DataScience"
"273",0,"RT @ephette: Mapping #Twitter data &amp; creating  maps https://t.co/bUr9iB55qa #DataScience #DataViz #BigData http://t.co/Pti1eEN7bg rt @ozrik…"
"274",0,"RT @APGuha: 3 paths to your first #dataanalytics job. http://t.co/QQxgKdYUHv @udacity http://t.co/GZJ87hQSSX #bigdata #DataScience #Machine…"
"275",0,"RT @iotattack: ""vrstartup: Fragmentation in #IoT http://t.co/7Qyt6uvndS #DataScience #connectedthings #analytics #bigdata http://t.co/LimTM…"
"276",0,"RT @iotattack: ""vrstartup: Fragmentation in #IoT http://t.co/7Qyt6uvndS #DataScience #connectedthings #analytics #bigdata http://t.co/LimTM…"
"277",1,"RT @JSilasHarbour: Nice use of #datascience and #machinelearning for #HealthIT in ER Management http://t.co/JQVKHGMNgP @CNSICorp"
"278",0,"Getting started in #datascience?  Wanting to use #Python for it? http://t.co/YRakE7Jc9t @CNSICorp"
"279",0,"RT @CouthonConseil: #BigData &amp; #DataScience: What Does a #DataScientist Do? http://t.co/K44GZ2q9c2 http://t.co/JkpUeiuy8h"
"280",1,"How to Become a Data Scientist for Free | Zeeshan-ul-hassan Usmani http://t.co/Sjvti5oYg9 #MachineLearning #DataScience"
"281",1,"RT @JSilasHarbour: Nice use of #datascience and #machinelearning for #HealthIT in ER Management http://t.co/JQVKHGMNgP @CNSICorp"
"282",1,"RT @JSilasHarbour: Nice use of #datascience and #machinelearning for #HealthIT in ER Management http://t.co/JQVKHGMNgP @CNSICorp"
"283",1,"Nice use of #datascience and #machinelearning for #HealthIT in ER Management http://t.co/JQVKHGMNgP @CNSICorp"
"284",0,"RT @CouthonConseil: #BigData &amp; #DataScience: What Does a #DataScientist Do? http://t.co/K44GZ2q9c2 http://t.co/JkpUeiuy8h"
"285",0,"RT @APGuha: 3 paths to your first #dataanalytics job. http://t.co/QQxgKdYUHv @udacity http://t.co/GZJ87hQSSX #bigdata #DataScience #Machine…"
"286",0,"RT @APGuha: 3 paths to your first #dataanalytics job. http://t.co/QQxgKdYUHv @udacity http://t.co/GZJ87hQSSX #bigdata #DataScience #Machine…"
"287",0,"RT @CouthonConseil: #BigData &amp; #DataScience: What Does a #DataScientist Do? http://t.co/K44GZ2q9c2 http://t.co/JkpUeiuy8h"
"288",0,"RT @_krisjack: Is #word2vec a glorified presentation of word counting? http://t.co/VP0L47WBGn #DataScience"
"289",0,"RT @CouthonConseil: #BigData &amp; #DataScience: What Does a #DataScientist Do? http://t.co/K44GZ2q9c2 http://t.co/JkpUeiuy8h"
"290",0,"RT @RupenPaul: Follow the $$$: Networks &amp; Flows of Disaster Recovery Funding http://t.co/jiQgoGrGcW #DSSG #DataScience #SocialGood http://t…"
"291",0,"RT @TopeDigiworks: RT NoSQLDigest: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData …"
"292",0,"RT @TopeDigiworks: RT Jeff88Ho: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #Da…"
"293",0,"RT @APGuha: 3 paths to your first #dataanalytics job. http://t.co/QQxgKdYUHv @udacity http://t.co/GZJ87hQSSX #bigdata #DataScience #Machine…"
"294",0,"RT @APGuha: 3 paths to your first #dataanalytics job. http://t.co/QQxgKdYUHv @udacity http://t.co/GZJ87hQSSX #bigdata #DataScience #Machine…"
"295",0,"RT Jeff88Ho: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #DataScience by SYNT…"
"296",0,"RT NoSQLDigest: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #DataScience by S…"
"297",0,"3 paths to your first #dataanalytics job. http://t.co/QQxgKdYUHv @udacity http://t.co/GZJ87hQSSX #bigdata #DataScience #MachineLearning"
"298",0,"RT @byod_news: krawchick: RT ekimetrics: So you want to be #DataScientist? via http://t.co/mMBnkOt2J3  #DataScience #BigData #D… http://t.c…"
"299",0,"RT @byod_news: krawchick: RT ekimetrics: So you want to be #DataScientist? via http://t.co/mMBnkOt2J3  #DataScience #BigData #D… http://t.c…"
"300",-1,"RT @SidneyMinassian: The 7 Problems Data Scientists Don't Want to Solve #BigData #DataScience http://t.co/RM4wO0kQKP http://t.co/D1mOGG81cJ"
"301",-1,"RT @BigDataBlender: 5 Disruptive #BigData Use Cases in #Healthcare - http://t.co/CU583q2meq via @Flutura #Analytics #DataScience #Hadoop ht…"
"302",0,"Mapping #Twitter data &amp; creating  maps https://t.co/bUr9iB55qa #DataScience #DataViz #BigData http://t.co/Pti1eEN7bg rt @ozrikem #dataviz"
"303",-1,"RT @BigDataBlender: 5 Disruptive #BigData Use Cases in #Healthcare - http://t.co/CU583q2meq via @Flutura #Analytics #DataScience #Hadoop ht…"
"304",0,"RT @KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"305",1,"RT @arcvision_kol: RT arnab_majumdar The National Data Science Bowl Makes Plankton Research Sexy - http://t.co/4Vs6lXjRBU #datascience"
"306",0,"RT @mjcavaretta: MT @AnalyticsClub: Apple acquires big data analytics firm Acunu - Apple Insider http://t.co/4UG2im7JKu #bigdata #datascien…"
"307",0,"RT @Niisnen: New breed of scientific researchers must be Pi-shaped: https://t.co/vvotd3LBqO #datascience http://t.co/mC4Uc1SPNN RT @KirkDBo…"
"308",0,"RT @jabawack: Our short review Collective Behaviors &amp; Networks is the most download paper of the year on @EPJscience #DataScience! http://t…"
"309",0,"RT @Niisnen: New breed of scientific researchers must be Pi-shaped: https://t.co/vvotd3LBqO #datascience http://t.co/mC4Uc1SPNN RT @KirkDBo…"
"310",0,"RT @mjcavaretta: MT @AnalyticsClub: Apple acquires big data analytics firm Acunu - Apple Insider http://t.co/4UG2im7JKu #bigdata #datascien…"
"311",1,"RT arnab_majumdar The National Data Science Bowl Makes Plankton Research Sexy - http://t.co/4Vs6lXjRBU #datascience"
"312",0,"RT @KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"313",3,"RT @RPCraig: This is pretty cool | https://t.co/e2wzu1uXfE Open Source Data Science Masters via @clarecorthell #machinelearning #datascienc…"
"314",0,"RT @TopeDigiworks: RT Data88Geek: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #…"
"315",0,"RT @TopeDigiworks: RT JayMarwaha1: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData …"
"316",0,"RT @TopeDigiworks: RT SYNTASACO: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #D…"
"317",-1,"RT @BigDataBlender: 5 Disruptive #BigData Use Cases in #Healthcare - http://t.co/CU583q2meq via @Flutura #Analytics #DataScience #Hadoop ht…"
"318",0,"RT @TopeDigiworks: RT SYNTASACO: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #D…"
"319",0,"RT @TopeDigiworks: RT JayMarwaha1: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData …"
"320",0,"RT @TopeDigiworks: RT Data88Geek: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #…"
"321",-1,"RT @SidneyMinassian: The 7 Problems Data Scientists Don't Want to Solve #BigData #DataScience http://t.co/RM4wO0kQKP http://t.co/D1mOGG81cJ"
"322",-1,"RT @SidneyMinassian: The 7 Problems Data Scientists Don't Want to Solve #BigData #DataScience http://t.co/RM4wO0kQKP http://t.co/D1mOGG81cJ"
"323",0,"RT Data88Geek: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #DataScience by SY…"
"324",0,"RT JayMarwaha1: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #DataScience by S…"
"325",0,"RT SYNTASACO: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #DataScience by SYN…"
"326",0,"RT aleson_es: RT KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/kxGCUDmrye #BigData #DataScience by SYN…"
"327",0,"RT @CouthonConseil: #BigData &amp; #DataScience: What Does a #DataScientist Do? http://t.co/K44GZ2q9c2 http://t.co/JkpUeiuy8h"
"328",0,"RT @CouthonConseil: Selling #datascience: common language #bigdata #data http://t.co/d6uYyofhx9 http://t.co/L9rnrciXgR"
"329",0,"RT @KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"330",1,"RT @arnab_majumdar: The National Data Science Bowl Makes Plankton Research Sexy - http://t.co/SnHDAKbnB3 #datascience"
"331",0,"RT @MindAfterMath: A JavaScript Implentation of MapReduce's WordCount http://t.co/YbZNc9bb5c #compsci  #datascience #math #stem #mathchat"
"332",0,"RT @byod_news: krawchick: RT ekimetrics: So you want to be #DataScientist? via http://t.co/mMBnkOt2J3  #DataScience #BigData #D… http://t.c…"
"333",0,"RT @MindAfterMath: A JavaScript Implentation of MapReduce's WordCount http://t.co/YbZNc9bb5c #compsci  #datascience #math #stem #mathchat"
"334",1,"The National Data Science Bowl Makes Plankton Research Sexy - http://t.co/SnHDAKbnB3 #datascience"
"335",0,"RT @MindAfterMath: A JavaScript Implentation of MapReduce's WordCount http://t.co/YbZNc9bb5c #compsci  #datascience #math #stem #mathchat"
"336",0,"RT @KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"337",0,"RT @KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"338",1,"RT @KirkDBorne: 27 free #DataMining Books: http://t.co/YxNMhN10Ao #abdsc #BigData #DataScience #MachineLearning via @DataScienceCtrl http:/…"
"339",1,"RT @AngelaZutavern: Wow! Shape shifting sensors can report from deep in the body http://t.co/W7U0Jac9LQ #datascience #bigdata http://t.co/S…"
"340",0,"RT @AngelaZutavern: Hi-tech &amp; #datascience offer hope to US oil industry http://t.co/fkW6M18xGd #bigdata http://t.co/gHX48aUvB8"
"341",0,"RT @AngelaZutavern: Hi-tech &amp; #datascience offer hope to US oil industry http://t.co/fkW6M18xGd #bigdata http://t.co/gHX48aUvB8"
"342",1,"RT @AngelaZutavern: Wow! Shape shifting sensors can report from deep in the body http://t.co/W7U0Jac9LQ #datascience #bigdata http://t.co/S…"
"343",-1,"5 Disruptive #BigData Use Cases in #Healthcare - http://t.co/CU583q2meq via @Flutura #Analytics #DataScience #Hadoop http://t.co/VzD9GTZQXT"
"344",0,"RT @KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"345",0,"RT @iotattack: Fragmentation in #IoT http://t.co/7Qyt6uvndS #DataScience #connectedthings #analytics #bigdata http://t.co/LimTM0olaZ via vr…"
"346",0,"RT @mdevgan: RT @Zementis: Launching ADAPA for Apama Streaming Analytics @SoftwareAG #CeBIT2015 #datascience #pmml http://t.co/unEE1iH27V"
"347",0,"RT @KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"348",0,"RT @KirkDBorne: #DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"349",0,"#DigitalMarketing is really about Behavioral #Analytics: http://t.co/zKzcZDHWSi #BigData #DataScience by @SYNTASACO's team"
"350",3,"RT @RPCraig: This is pretty cool | https://t.co/e2wzu1uXfE Open Source Data Science Masters via @clarecorthell #machinelearning #datascienc…"
"351",0,"RT @byod_news: aleson_es: RT iotattack: Fragmentation in #IoT http://t.co/wL8m1CkNnS #DataScience #connectedthings #analytics #bigdata …"
"352",3,"RT @RPCraig: This is pretty cool | https://t.co/e2wzu1uXfE Open Source Data Science Masters via @clarecorthell #machinelearning #datascienc…"
"353",3,"RT @RPCraig: This is pretty cool | https://t.co/e2wzu1uXfE Open Source Data Science Masters via @clarecorthell #machinelearning #datascienc…"
"354",0,"RT @byod_news: aleson_es: RT iotattack: Fragmentation in #IoT http://t.co/wL8m1CkNnS #DataScience #connectedthings #analytics #bigdata …"
"355",0,"RT @byod_news: softwareguru1: RT iotattack: Fragmentation in #IoT http://t.co/wL8m1CkNnS #DataScience #connectedthings #analytics #bigdata …"
"356",0,"RT @DistrictDataLab: Over 70 #DataScience Learning Resources http://t.co/mqnii6D0qT #BigData #MachineLearning #rstats #Hadoop #Analytics"
"357",0,"RT @byod_news: softwareguru1: RT iotattack: Fragmentation in #IoT http://t.co/wL8m1CkNnS #DataScience #connectedthings #analytics #bigdata …"
"358",0,"RT @byod_news: aleson_es: RT iotattack: Fragmentation in #IoT http://t.co/wL8m1CkNnS #DataScience #connectedthings #analytics #bigdata …"
"359",0,"RT @RaviFloretz: #deep - As the number of wearable gadgets increased, the use of grey cells decreased. #DataScience #InternetOfThings #Gadg…"
"360",0,"RT @ekimetrics: So you want to be #DataScientist? via http://t.co/kWd4TBsntv  #DataScience #BigData #Dataviz #MachinLearning #IoT #AI http:…"
"361",0,"RT @RaviFloretz: #deep - As the number of wearable gadgets increased, the use of grey cells decreased. #DataScience #InternetOfThings #Gadg…"
"362",0,"RT @byod_news: aleson_es: RT iotattack: Fragmentation in #IoT http://t.co/wL8m1CkNnS #DataScience #connectedthings #analytics #bigdata …"
"363",0,"RT @byod_news: softwareguru1: RT iotattack: Fragmentation in #IoT http://t.co/wL8m1CkNnS #DataScience #connectedthings #analytics #bigdata …"
"364",-1,"RT @SidneyMinassian: The 7 Problems Data Scientists Don't Want to Solve #BigData #DataScience http://t.co/RM4wO0kQKP http://t.co/D1mOGG81cJ"
"365",0,"RT @ekimetrics: So you want to be #DataScientist? via http://t.co/kWd4TBsntv  #DataScience #BigData #Dataviz #MachinLearning #IoT #AI http:…"
"366",0,"RT @byod_news: aleson_es: RT iotattack: Fragmentation in #IoT http://t.co/wL8m1CkNnS #DataScience #connectedthings #analytics #bigdata …"
