"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @VBrissat: Saw #Chappie : interesting point of view. We are close to real #ArtificialIntelligence, thanks to #bigData, #DataScience and …",FALSE,0,NA,2015-03-29 08:08:49,FALSE,NA,"582092030924423168",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",4,TRUE,FALSE,NA,NA
"2","RT @VBrissat: Saw #Chappie : interesting point of view. We are close to real #ArtificialIntelligence, thanks to #bigData, #DataScience and …",FALSE,0,NA,2015-03-29 08:08:10,FALSE,NA,"582091865954095105",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Iconnectme5",4,TRUE,FALSE,NA,NA
"3","RT @VBrissat: Saw #Chappie : interesting point of view. We are close to real #ArtificialIntelligence, thanks to #bigData, #DataScience and …",FALSE,0,NA,2015-03-29 08:07:34,FALSE,NA,"582091716989231105",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",4,TRUE,FALSE,NA,NA
"4","RT @prazhunt: @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/GhrFcJ9BDH #abdsc
Visual #Analyti…",FALSE,0,NA,2015-03-29 08:07:34,FALSE,NA,"582091715512795136",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",1,TRUE,FALSE,NA,NA
"5","RT @prazhunt: ""@KirkDBorne: R Tutorial for Beginners: A Quick Start-Up Kit http://t.co/1iqWvbsd0l #abdsc #Rstats #DataScience via @DataScie…",FALSE,0,NA,2015-03-29 08:07:34,FALSE,NA,"582091714699100160",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",1,TRUE,FALSE,NA,NA
"6","RT @MindAfterMath: Learn Math Through Set Relations http://t.co/br2PrgVdyD #compsci  #datascience #math #stem #mathchat",FALSE,0,NA,2015-03-29 08:07:33,FALSE,NA,"582091713918971904",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",1,TRUE,FALSE,NA,NA
"7","Learn Math Through Set Relations http://t.co/br2PrgVdyD #compsci  #datascience #math #stem #mathchat",FALSE,1,NA,2015-03-29 08:06:22,FALSE,NA,"582091412726005760",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","MindAfterMath",1,FALSE,FALSE,NA,NA
"8","""@KirkDBorne: R Tutorial for Beginners: A Quick Start-Up Kit http://t.co/1iqWvbsd0l #abdsc #Rstats #DataScience via @DataScienceCtrl""",FALSE,0,NA,2015-03-29 08:04:07,FALSE,NA,"582090847681822720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prazhunt",1,FALSE,FALSE,"82.2243269","16.9690163"
"9","@KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/GhrFcJ9BDH #abdsc
Visual #Analytics #DataScience",FALSE,2,"KirkDBorne",2015-03-29 08:03:22,FALSE,NA,"582090657109446656","534563976","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prazhunt",1,FALSE,FALSE,"82.224327","16.9690163"
"10","RT @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataSci…",FALSE,0,NA,2015-03-29 08:03:07,FALSE,NA,"582090596841439233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prazhunt",11,TRUE,FALSE,NA,NA
"11","RT @VBrissat: Saw #Chappie : interesting point of view. We are close to real #ArtificialIntelligence, thanks to #bigData, #DataScience and …",FALSE,0,NA,2015-03-29 08:00:24,FALSE,NA,"582089911395831808",NA,"<a href=""http://www.visicomscientific.com"" rel=""nofollow"">SnapShopPro</a>","softwareguru1",4,TRUE,FALSE,NA,NA
"12","Saw #Chappie : interesting point of view. We are close to real #ArtificialIntelligence, thanks to #bigData, #DataScience and #cloudcomputing",FALSE,4,NA,2015-03-29 07:56:20,FALSE,NA,"582088887872421888",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","VBrissat",4,FALSE,FALSE,NA,NA
"13","RT arnab_majumdar Machine consciousness: Big data analytics and the Internet of Things - http://t.co/VMTo7xgMEG #datascience",FALSE,2,NA,2015-03-29 07:54:08,FALSE,NA,"582088337340669952",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","arcvision_kol",0,FALSE,FALSE,NA,NA
"14","RT @KirkDBorne: All things #DataViz related to the storytelling phase of #BigData: http://t.co/5MhewvOO8l #abdsc
Visual #Analytics #DataSci…",FALSE,0,NA,2015-03-29 07:53:02,FALSE,NA,"582088056863350784",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","twittmonique",11,TRUE,FALSE,NA,NA
"15","RT @ekimetrics: So you want to be #DataScientist? via http://t.co/kWd4TBsntv  #DataScience #BigData #Dataviz #MachinLearning #IoT #AI http:…",FALSE,0,NA,2015-03-29 07:52:18,FALSE,NA,"582087873387577345",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mchoirul",138,TRUE,FALSE,NA,NA
"16","RT @SLHBENNETT: What does responsible human-machine integration look like? #datascience #design #ethics @TheSocialQuant @dr_morton http://t…",FALSE,0,NA,2015-03-29 07:51:56,FALSE,NA,"582087783520428033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RockDocInLV",51,TRUE,FALSE,NA,NA
"17","RT @JulioTrujillo_: #BigData Explained in Less Than 2 Minutes! @BernardMarr vía @TOOLS_BOX_IND #datascience 
http://t.co/yIhoCNN7CO http://…",FALSE,0,NA,2015-03-29 07:51:14,FALSE,NA,"582087606944567296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TOOLS_BOX_IND",10,TRUE,FALSE,NA,NA
"18","RT @AngelaZutavern: Hacker's guide to neural networks via @karpathy http://t.co/RfYJnDrodD H/T @joshdsullivan #datascience #deeplearning ht…",FALSE,0,NA,2015-03-29 07:45:19,FALSE,NA,"582086116234260480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vcjha",8,TRUE,FALSE,NA,NA
"19","Machine consciousness: Big data analytics and the Internet of Things - http://t.co/jxS53FKbpu #datascience",FALSE,2,NA,2015-03-29 07:45:04,FALSE,NA,"582086053843968000",NA,"<a href=""http://klout.com"" rel=""nofollow"">Post with Klout</a>","arnab_majumdar",0,FALSE,FALSE,NA,NA
"20","BrianCozzolino: RT Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/gv9ZDUfpQ2 #datascience #BigData …",FALSE,1,NA,2015-03-29 07:37:20,FALSE,NA,"582084106089054211",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Enterprise_ITS",0,FALSE,FALSE,NA,NA
"21","BigRahimBigData: RT Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/gv9ZDUfpQ2 #datascience #BigData…",FALSE,1,NA,2015-03-29 07:37:18,FALSE,NA,"582084097251655680",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Enterprise_ITS",0,FALSE,FALSE,NA,NA
"22","softwareguru1: RT Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/gv9ZDUfpQ2 #datascience #BigData #…",FALSE,0,NA,2015-03-29 07:37:17,FALSE,NA,"582084095817195520",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Enterprise_ITS",0,FALSE,FALSE,NA,NA
"23","kellettboy1: RT Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/gv9ZDUfpQ2 #datascience #BigData #in…",FALSE,0,NA,2015-03-29 07:37:16,FALSE,NA,"582084091136327680",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Enterprise_ITS",0,FALSE,FALSE,NA,NA
"24","RT @BigDataGal: #rstats #datascience Using the R MatchIt package for propensity score analysis http://t.co/VkixH7dDf0",FALSE,0,NA,2015-03-29 07:34:38,FALSE,NA,"582083429979664384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nishantsbi",6,TRUE,FALSE,NA,NA
"25","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:34:38,FALSE,NA,"582083427727327232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrianCozzolino",10,TRUE,FALSE,NA,NA
"26","...First White House Data Chief Discusses His Top Priorities http://t.co/5Lz9fEv2cZ #datascience #BigData",FALSE,2,NA,2015-03-29 07:33:31,FALSE,NA,"582083145354334208",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DonVolkmar",0,FALSE,FALSE,NA,NA
"27","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:30:55,FALSE,NA,"582082491651088384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BigRahimBigData",10,TRUE,FALSE,NA,NA
"28","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:30:18,FALSE,NA,"582082338626097152",NA,"<a href=""http://www.visicomscientific.com"" rel=""nofollow"">SnapShopPro</a>","softwareguru1",10,TRUE,FALSE,NA,NA
"29","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:29:23,FALSE,NA,"582082107427655680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kellettboy1",10,TRUE,FALSE,NA,NA
"30","RT @KirkDBorne: RT @AngelaZutavern: Learning to See Data http://t.co/OGNaAtdBwP &lt;=&gt;Brilliant insights on visual information.
#BigData #Data…",FALSE,0,NA,2015-03-29 07:28:03,FALSE,NA,"582081769580728321",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",5,TRUE,FALSE,NA,NA
"31","RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats",FALSE,0,NA,2015-03-29 07:28:02,FALSE,NA,"582081768775356416",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",11,TRUE,FALSE,NA,NA
"32","RT @indizen_insight: #PredictionIO (#OpenSource Version) vs @Azure #MachineLearning http://t.co/vVkEGoN46y #datascience #bigdata via @kdnug…",FALSE,0,NA,2015-03-29 07:27:03,FALSE,NA,"582081518283132928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cirobarradov",7,TRUE,FALSE,NA,NA
"33","RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats",FALSE,0,NA,2015-03-29 07:26:03,FALSE,NA,"582081266486366208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nishantsbi",11,TRUE,FALSE,NA,NA
"34","RT @KirkDBorne: RT @AngelaZutavern: Learning to See Data http://t.co/OGNaAtdBwP &lt;=&gt;Brilliant insights on visual information.
#BigData #Data…",FALSE,0,NA,2015-03-29 07:23:27,FALSE,NA,"582080615119355904",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","predixn",5,TRUE,FALSE,NA,NA
"35","RT @indizen_insight: #PredictionIO (#OpenSource Version) vs @Azure #MachineLearning http://t.co/vVkEGoN46y #datascience #bigdata via @kdnug…",FALSE,0,NA,2015-03-29 07:23:07,FALSE,NA,"582080528389652480",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",7,TRUE,FALSE,NA,NA
"36","RT @KirkDBorne: R Tutorial for Beginners: A Quick Start-Up Kit http://t.co/LHwN4Ud5yw #abdsc #Rstats #DataScience via @DataScienceCtrl",FALSE,0,NA,2015-03-29 07:22:12,FALSE,NA,"582080299007266816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nishantsbi",13,TRUE,FALSE,NA,NA
"37","RT @indizen_insight: #PredictionIO (#OpenSource Version) vs @Azure #MachineLearning http://t.co/vVkEGoN46y #datascience #bigdata via @kdnug…",FALSE,0,NA,2015-03-29 07:21:37,FALSE,NA,"582080153028788224",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",7,TRUE,FALSE,NA,NA
"38","RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats",FALSE,0,NA,2015-03-29 07:19:07,FALSE,NA,"582079525175107584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jadebustos",11,TRUE,FALSE,NA,NA
"39","RT @indizen_insight: #PredictionIO (#OpenSource Version) vs @Azure #MachineLearning http://t.co/vVkEGoN46y #datascience #bigdata via @kdnug…",FALSE,0,NA,2015-03-29 07:18:56,FALSE,NA,"582079476311306240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gauravdotme",7,TRUE,FALSE,NA,NA
"40","RT @KirkDBorne: R + Hadoop = RHadoop = Data #Analytics Heaven: http://t.co/vZsORX4JyQ #abdsc #DataScience #BigData #Rstats",FALSE,0,NA,2015-03-29 07:16:58,FALSE,NA,"582078982155161600",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WonderMixTape",11,TRUE,FALSE,NA,NA
"41","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:16:08,FALSE,NA,"582078771676782592",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","scottlyle",10,TRUE,FALSE,NA,NA
"42","Interested in using #netpromoter scores? This blog explains #datascience can tell you what factors drive your #NPS http://t.co/SVgcLWkcjv",FALSE,2,NA,2015-03-29 07:15:19,FALSE,NA,"582078566055149568",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","RachClinton",0,FALSE,FALSE,NA,NA
"43","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:12:55,FALSE,NA,"582077964088676352",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",10,TRUE,FALSE,NA,NA
"44","RT @DaigoTanaka: #DataScience Doing NLP while changing newborn diaper every 2~3 hours is a new challenge for me. I'm new to both tasks &amp; th…",FALSE,0,NA,2015-03-29 07:12:41,FALSE,NA,"582077905875955712",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",3,TRUE,FALSE,NA,NA
"45","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:12:41,FALSE,NA,"582077904974176256",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",10,TRUE,FALSE,NA,NA
"46","RT @LovableDaily: Festo Unveils #3D-Printed #robotics Insects http://t.co/UxN8bf68YT #IoT #drones #DataScience #3dprinting http://t.co/RILN…",FALSE,0,NA,2015-03-29 07:12:41,FALSE,NA,"582077904072359936",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",16,TRUE,FALSE,NA,NA
"47","RT @LovableDaily: Festo Unveils #3D-Printed #robotics Insects http://t.co/UxN8bf68YT #IoT #drones #DataScience #3dprinting http://t.co/RILN…",FALSE,0,NA,2015-03-29 07:12:05,FALSE,NA,"582077754260213761",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nicola_mb",16,TRUE,FALSE,NA,NA
"48","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:11:36,FALSE,NA,"582077630507196416",NA,"<a href=""http://www.twitterfav.com"" rel=""nofollow"">TwitterFavApp</a>","Muzaffar1969",10,TRUE,FALSE,NA,NA
"49","RT @DaigoTanaka: #DataScience Doing NLP while changing newborn diaper every 2~3 hours is a new challenge for me. I'm new to both tasks &amp; th…",FALSE,0,NA,2015-03-29 07:11:24,FALSE,NA,"582077579517104128",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",3,TRUE,FALSE,NA,NA
"50","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:11:23,FALSE,NA,"582077577180872705",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",10,TRUE,FALSE,NA,NA
"51","RT @Oliver_Klaus1: First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum…",FALSE,0,NA,2015-03-29 07:09:41,FALSE,NA,"582077148191547393",NA,"<a href=""http://www.accusoftinfoways.com"" rel=""nofollow"">Accusoft Infoways - Retweets</a>","accusoftinfoway",10,TRUE,FALSE,NA,NA
"52","First White House Data Chief Discusses His Top Priorities http://t.co/PKtOWwPxML #datascience #BigData #infosec #giforum @gulf_intel",FALSE,11,NA,2015-03-29 07:06:45,FALSE,NA,"582076411525001216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oliver_Klaus1",10,FALSE,FALSE,NA,NA
"53","RT @mikepluta: Top #DataScience Story: @trifacta: '#DataDive in full effect @Trifacta HQ this … http://t.co/May2VX6Hb4, see more http://t.c…",FALSE,0,NA,2015-03-29 07:04:26,FALSE,NA,"582075826151170048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trifacta",6,TRUE,FALSE,NA,NA
"54","RT @DaigoTanaka: #DataScience Doing NLP while changing newborn diaper every 2~3 hours is a new challenge for me. I'm new to both tasks &amp; th…",FALSE,0,NA,2015-03-29 07:00:19,FALSE,NA,"582074790497910784",NA,"<a href=""http://www.visicomscientific.com"" rel=""nofollow"">SnapShopPro</a>","softwareguru1",3,TRUE,FALSE,NA,NA
"55","#DataScience Doing NLP while changing newborn diaper every 2~3 hours is a new challenge for me. I'm new to both tasks &amp; the combination of.",FALSE,6,NA,2015-03-29 06:59:01,FALSE,NA,"582074463493201920",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DaigoTanaka",3,FALSE,FALSE,NA,NA
"56","RT @SidneyMinassian: The 7 Problems Data Scientists Don't Want to Solve #BigData #DataScience http://t.co/RM4wO0kQKP http://t.co/D1mOGG81cJ",FALSE,0,NA,2015-03-29 06:58:13,FALSE,NA,"582074265232662528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","No1socialmedia",36,TRUE,FALSE,NA,NA
"57","RT @indizen_insight: #PredictionIO (#OpenSource Version) vs @Azure #MachineLearning http://t.co/vVkEGoN46y #datascience #bigdata via @kdnug…",FALSE,0,NA,2015-03-29 06:58:06,FALSE,NA,"582074235348205568",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",7,TRUE,FALSE,NA,NA
"58","RT @LovableDaily: Festo Unveils #3D-Printed #robotics Insects http://t.co/UxN8bf68YT #IoT #drones #DataScience #3dprinting http://t.co/RILN…",FALSE,0,NA,2015-03-29 06:57:22,FALSE,NA,"582074049431470080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NLacondemine",16,TRUE,FALSE,NA,NA
"59","RT @KirkDBorne: R Tutorial for Beginners: A Quick Start-Up Kit http://t.co/LHwN4Ud5yw #abdsc #Rstats #DataScience via @DataScienceCtrl",FALSE,0,NA,2015-03-29 06:55:23,FALSE,NA,"582073551127072768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gcarpanetti",13,TRUE,FALSE,NA,NA
"60","RT @indizen_insight: #PredictionIO (#OpenSource Version) vs @Azure #MachineLearning http://t.co/vVkEGoN46y #datascience #bigdata via @kdnug…",FALSE,0,NA,2015-03-29 06:51:35,FALSE,NA,"582072593177444352",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",7,TRUE,FALSE,NA,NA
"61","ellisatintel: RT JBBouzige: Selling #datascience: common language #bigdata #Cloud #IoT http://t.co/mMBnkOt2J3 http://t.co/697aEULzi3",FALSE,1,NA,2015-03-29 06:48:54,FALSE,NA,"582071920557998080",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","byod_news",0,FALSE,FALSE,NA,NA
"62","RT @R_Programming: Strategies to Speed Up R Code by http://t.co/yhguAcmq85
#rstats #DataScience #DataAnalytics 
http://t.co/krYSs1Se3x http…",FALSE,0,NA,2015-03-29 06:46:52,FALSE,NA,"582071406189498368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RJG72inches",23,TRUE,FALSE,NA,NA
"63","RT @JBBouzige: Selling #datascience: common language #bigdata #Cloud #IoT http://t.co/st4Ln530Qq http://t.co/1aymUMnmXp",FALSE,0,NA,2015-03-29 06:41:34,FALSE,NA,"582070074028257280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ellisatintel",11,TRUE,FALSE,NA,NA
"64","From #neuroscience  to #DataScience  #neuromarketing  http://t.co/Nd45ruopO2",FALSE,10,NA,2015-03-29 06:39:49,FALSE,NA,"582069633391468544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Atenablz",0,FALSE,FALSE,NA,NA
"65","RT @KirkDBorne: R Tutorial for Beginners: A Quick Start-Up Kit http://t.co/LHwN4Ud5yw #abdsc #Rstats #DataScience via @DataScienceCtrl",FALSE,0,NA,2015-03-29 06:39:17,FALSE,NA,"582069497923682305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhatiab",13,TRUE,FALSE,NA,NA
"66","RT @KirkDBorne: R Tutorial for Beginners: A Quick Start-Up Kit http://t.co/LHwN4Ud5yw #abdsc #Rstats #DataScience via @DataScienceCtrl",FALSE,0,NA,2015-03-29 06:36:57,FALSE,NA,"582068910079352832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ganesh3",13,TRUE,FALSE,NA,NA
"67","RT @indizen_insight: #PredictionIO (#OpenSource Version) vs @Azure #MachineLearning http://t.co/vVkEGoN46y #datascience #bigdata via @kdnug…",FALSE,0,NA,2015-03-29 06:36:42,FALSE,NA,"582068848293244928",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",7,TRUE,FALSE,NA,NA
"68","RT @BigDataBlender: 5 Disruptive #BigData Use Cases in #Healthcare - http://t.co/CU583q2meq via @Flutura #Analytics #DataScience #Hadoop ht…",FALSE,0,NA,2015-03-29 06:36:42,FALSE,NA,"582068846640685056",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",8,TRUE,FALSE,NA,NA
"69","RT @BigDataBlender: 5 Disruptive #BigData Use Cases in #Healthcare - http://t.co/CU583q2meq via @Flutura #Analytics #DataScience #Hadoop ht…",FALSE,0,NA,2015-03-29 06:34:55,FALSE,NA,"582068400496709632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kor3shan",8,TRUE,FALSE,NA,NA
"70","RT @stevndmills: Memory networks and their use for question answering http://t.co/84X1ilIphA #DataScience",FALSE,0,NA,2015-03-29 06:33:22,FALSE,NA,"582068009591816193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","0x1983",6,TRUE,FALSE,NA,NA
"71","#PredictionIO (#OpenSource Version) vs @Azure #MachineLearning http://t.co/vVkEGoN46y #datascience #bigdata via @kdnuggets @mjcavaretta",FALSE,7,NA,2015-03-29 06:30:37,FALSE,NA,"582067318169161728",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","indizen_insight",7,FALSE,FALSE,NA,NA
"72","RT @AngelaZutavern: Wow! Shape shifting sensors can report from deep in the body http://t.co/W7U0Jac9LQ #datascience #bigdata http://t.co/S…",FALSE,0,NA,2015-03-29 06:30:19,FALSE,NA,"582067243728658432",NA,"<a href=""http://www.visicomscientific.com"" rel=""nofollow"">SnapShopPro</a>","softwareguru1",6,TRUE,FALSE,NA,NA
"73","RT @AngelaZutavern: Wow! Shape shifting sensors can report from deep in the body http://t.co/W7U0Jac9LQ #datascience #bigdata http://t.co/S…",FALSE,0,NA,2015-03-29 06:27:04,FALSE,NA,"582066425348669441",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",6,TRUE,FALSE,NA,NA
"74","RT @AngelaZutavern: Wow! Shape shifting sensors can report from deep in the body http://t.co/W7U0Jac9LQ #datascience #bigdata http://t.co/S…",FALSE,0,NA,2015-03-29 06:26:05,FALSE,NA,"582066174860476416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","llyon",6,TRUE,FALSE,NA,NA
"75","RT @Morgan_Sacco: crowdsourcing/opensource research? this hasn't dawned on me but so obvious now #DataScience https://t.co/HzkEbyjdmd",FALSE,0,NA,2015-03-29 06:22:56,FALSE,NA,"582065385454854144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RJG72inches",2,TRUE,FALSE,NA,NA
"76","RT @mikepluta: Top #DataScience Story: First White House Data Chief Discusses His Top Prioriti… http://t.co/pGqaGXZhQm, see more http://t.c…",FALSE,0,NA,2015-03-29 06:22:10,FALSE,NA,"582065190805643264",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",3,TRUE,FALSE,NA,NA
"77","RT @mikepluta: Top #DataScience Story: First White House Data Chief Discusses His Top Prioriti… http://t.co/pGqaGXZhQm, see more http://t.c…",FALSE,0,NA,2015-03-29 06:21:18,FALSE,NA,"582064974400503808",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",3,TRUE,FALSE,NA,NA
"78","RT @MindAfterMath: The Gram-Schmidt Process and Orthogonal Vectors http://t.co/QlwX9cKb7C #compsci  #datascience #math #stem #mathchat",FALSE,0,NA,2015-03-29 06:20:21,FALSE,NA,"582064733915877376",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",3,TRUE,FALSE,NA,NA
