"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"509","RT @KirkDBorne: A Very Short History Of X, by @GilPress:
#BigData: http://t.co/m5IaBhWSAD
#DataScience: http://t.co/Q8wByfBh68
#IoT: http:/…",FALSE,0,NA,2015-03-29 00:55:50,FALSE,NA,"581983066597490688",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",20,TRUE,FALSE,NA,NA
"510","RT @TOOLS_BOX_IND: Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience #bigdata
http://t.co/aD3Et23tus #LinkedInPulse http…",FALSE,0,NA,2015-03-29 00:55:48,FALSE,NA,"581983060431912960",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",10,TRUE,FALSE,NA,NA
"511","RT @InsightBrief: MT @DaveRubal: The #DataScience Ecosystem in one #infographic: http://t.co/S76oVuI4v1 #data http://t.co/kuGUJggjoS",FALSE,0,NA,2015-03-29 00:54:44,FALSE,NA,"581982789752500226",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dchristian5",3,TRUE,FALSE,NA,NA
"512","RT @TOOLS_BOX_IND: Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience #bigdata
http://t.co/aD3Et23tus #LinkedInPulse http…",FALSE,0,NA,2015-03-29 00:54:27,FALSE,NA,"581982719409819648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TOOLS_BOX_UK",10,TRUE,FALSE,NA,NA
"513","RT @KirkDBorne: A Very Short History Of X, by @GilPress:
#BigData: http://t.co/m5IaBhWSAD
#DataScience: http://t.co/Q8wByfBh68
#IoT: http:/…",FALSE,0,NA,2015-03-29 00:54:19,FALSE,NA,"581982686555820032",NA,"<a href=""http://denbot.co"" rel=""nofollow"">DenBotApp</a>","E_nvention",20,TRUE,FALSE,NA,NA
"514","RT @KirkDBorne: A Very Short History Of X, by @GilPress:
#BigData: http://t.co/m5IaBhWSAD
#DataScience: http://t.co/Q8wByfBh68
#IoT: http:/…",FALSE,0,NA,2015-03-29 00:54:19,FALSE,NA,"581982683447853056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AL_GHASIYAH_101",20,TRUE,FALSE,NA,NA
"515","RT @InsightBrief: #DataScience is a team sport: architects, engineers, visualizers... http://t.co/4i2yigJMIn #BigData via @KirkDBorne http:…",FALSE,0,NA,2015-03-29 00:54:18,FALSE,NA,"581982680562028545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","indieebuzz",2,TRUE,FALSE,NA,NA
"516","Over 70 #DataScience Learning Resources http://t.co/mqnii6D0qT #BigData #MachineLearning #rstats #Hadoop #Analytics",FALSE,18,NA,2015-03-29 00:54:09,FALSE,NA,"581982644663128065",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","DistrictDataLab",11,FALSE,FALSE,NA,NA
"517","""@vrstartup: Fragmentation in #IoT http://t.co/gvN5PwdHVX #DataScience #connectedthings #analytics #bigdata http://t.co/FZDFpOBzxX""",FALSE,6,NA,2015-03-29 00:53:06,FALSE,NA,"581982377821376512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariceParchen",1,FALSE,FALSE,NA,NA
"518","RT @KirkDBorne: 27 free #DataMining Books: http://t.co/YxNMhN10Ao #abdsc #BigData #DataScience #MachineLearning via @DataScienceCtrl http:/…",FALSE,0,NA,2015-03-29 00:53:00,FALSE,NA,"581982351951077379",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",27,TRUE,FALSE,NA,NA
"519","RT @InsightBrief: MT @DaveRubal: The #DataScience Ecosystem in one #infographic: http://t.co/VcK50k3GBJ #data http://t.co/SWwDAzhuOt",FALSE,0,NA,2015-03-29 00:52:56,FALSE,NA,"581982336696389632",NA,"<a href=""http://www.linkplugapp.com"" rel=""nofollow"">LinkPlug App</a>","indieebuzz",0,FALSE,FALSE,NA,NA
"520","RT @InsightBrief: MT @DaveRubal: The #DataScience Ecosystem in one #infographic: http://t.co/S76oVuI4v1 #data http://t.co/kuGUJggjoS",FALSE,0,NA,2015-03-29 00:52:55,FALSE,NA,"581982334569840640",NA,"<a href=""http://www.itknowingness.com"" rel=""nofollow"">ttools it knowingness</a>","itknowingness",3,TRUE,FALSE,NA,NA
"521","RT @InsightBrief: MT @DaveRubal: The #DataScience Ecosystem in one #infographic: http://t.co/S76oVuI4v1 #data http://t.co/kuGUJggjoS",FALSE,0,NA,2015-03-29 00:52:55,FALSE,NA,"581982332317364224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","indieebuzz",3,TRUE,FALSE,NA,NA
"522","RT @KirkDBorne: A Very Short History Of X, by @GilPress:
#BigData: http://t.co/m5IaBhWSAD
#DataScience: http://t.co/Q8wByfBh68
#IoT: http:/…",FALSE,0,NA,2015-03-29 00:51:20,FALSE,NA,"581981933434961920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AL_INSHIRAH_101",20,TRUE,FALSE,NA,NA
"523","RT @AngelaZutavern: 8 great data visualizations from TED talks http://t.co/8U88uplOxB #datascience #dataviz #bigdata http://t.co/573qaYNESk",FALSE,0,NA,2015-03-29 00:49:45,FALSE,NA,"581981536653844480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tordizuin",32,TRUE,FALSE,NA,NA
"524","Fragmentation in #IoT http://t.co/7Qyt6uvndS #DataScience #connectedthings #analytics #bigdata http://t.co/LimTM0olaZ via vrstartup",FALSE,8,NA,2015-03-29 00:49:45,FALSE,NA,"581981535760441344",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","iotattack",9,FALSE,FALSE,NA,NA
"525","#analytics #datascience - Starting an Analytics Function: A Five Step Framework - Dataconomy http://t.co/Cxuj4vy6Jn",FALSE,1,NA,2015-03-29 00:49:42,FALSE,NA,"581981523517313024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maafreire",0,FALSE,FALSE,NA,NA
"526","RT @TOOLS_BOX_IND: Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience
http://t.co/aD3Et23tus #bigdata #LinkedInPulse http…",FALSE,0,NA,2015-03-29 00:49:14,FALSE,NA,"581981407544774656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andinho4020111",6,TRUE,FALSE,NA,NA
"527","RT @TOOLS_BOX_IND: Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience #bigdata
http://t.co/aD3Et23tus #LinkedInPulse http…",FALSE,0,NA,2015-03-29 00:49:09,FALSE,NA,"581981384677412864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andinho4020111",10,TRUE,FALSE,NA,NA
"528","RT @AngelaZutavern: 8 great data visualizations from TED talks http://t.co/8U88uplOxB #datascience #dataviz #bigdata http://t.co/573qaYNESk",FALSE,0,NA,2015-03-29 00:49:05,FALSE,NA,"581981368680321027",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andinho4020111",32,TRUE,FALSE,NA,NA
"529","RT @KirkDBorne: 27 free #DataMining Books: http://t.co/YxNMhN10Ao #abdsc #BigData #DataScience #MachineLearning via @DataScienceCtrl http:/…",FALSE,0,NA,2015-03-29 00:48:32,FALSE,NA,"581981228233990144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SanjeevK_",27,TRUE,FALSE,NA,NA
"530","RT @DataconomyMedia: Guide to #Python Packages For #DataMining: http://t.co/dMNokwL8w6     #BigData #DataScience",FALSE,0,NA,2015-03-29 00:48:12,FALSE,NA,"581981143878250497",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",10,TRUE,FALSE,NA,NA
"531","RT @AngelaZutavern: 8 great data visualizations from TED talks http://t.co/8U88uplOxB #datascience #dataviz #bigdata http://t.co/573qaYNESk",FALSE,0,NA,2015-03-29 00:47:46,FALSE,NA,"581981035736502273",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",32,TRUE,FALSE,NA,NA
"532","RT @TOOLS_BOX_IND: Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience #bigdata
http://t.co/aD3Et23tus #LinkedInPulse http…",FALSE,0,NA,2015-03-29 00:47:45,FALSE,NA,"581981034226589696",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",10,TRUE,FALSE,NA,NA
"533","RT @TOOLS_BOX_IND: Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience
http://t.co/aD3Et23tus #bigdata #LinkedInPulse http…",FALSE,0,NA,2015-03-29 00:47:45,FALSE,NA,"581981033207332865",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",6,TRUE,FALSE,NA,NA
"534","RT @vrstartup: Fragmentation in #IoT http://t.co/oMmPdBwPNg #DataScience #connectedthings #analytics #bigdata http://t.co/d4rQdL4UcN",FALSE,0,NA,2015-03-29 00:47:41,FALSE,NA,"581981017847783424",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",2,TRUE,FALSE,NA,NA
"535","RT @vrstartup: Fragmentation in #IoT http://t.co/oMmPdBwPNg #DataScience #connectedthings #analytics #bigdata http://t.co/d4rQdL4UcN",FALSE,0,NA,2015-03-29 00:47:14,FALSE,NA,"581980903167172609",NA,"<a href=""https://twitter.com"" rel=""nofollow"">IoT Tweetoo</a>","iotweetoo",2,TRUE,FALSE,NA,NA
"536","RT @TOOLS_BOX_IND: Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience
http://t.co/aD3Et23tus #bigdata #LinkedInPulse http…",FALSE,0,NA,2015-03-29 00:42:49,FALSE,NA,"581979792121040896",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","SOUNDS757",6,TRUE,FALSE,NA,NA
"537","Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience #bigdata
http://t.co/aD3Et23tus #LinkedInPulse http://t.co/Pk7dysRstk",FALSE,10,NA,2015-03-29 00:41:16,FALSE,NA,"581979400838737920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TOOLS_BOX_IND",10,FALSE,FALSE,NA,NA
"538","Big Data Explained in Less Than 2 Minutes! @BernardMarr #datascience
http://t.co/aD3Et23tus #bigdata #LinkedInPulse http://t.co/18eWwA2IpE",FALSE,6,NA,2015-03-29 00:38:42,FALSE,NA,"581978755905753088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TOOLS_BOX_IND",6,FALSE,FALSE,NA,NA
"539","RT @AngelaZutavern: 8 great data visualizations from TED talks http://t.co/8U88uplOxB #datascience #dataviz #bigdata http://t.co/573qaYNESk",FALSE,0,NA,2015-03-29 00:38:26,FALSE,NA,"581978687010115584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charlesOTudor",32,TRUE,FALSE,NA,NA
"540","RT @shobhitsharma12: #Volume vs #Value of #Data, Whr Size Does Matter ! #BigData #IoT #IoE #DataStrategy #DataScience #IT http://t.co/qBETh…",FALSE,0,NA,2015-03-29 00:38:10,FALSE,NA,"581978619985178624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charlesOTudor",10,TRUE,FALSE,NA,NA
"541","RT @RPCraig: This is pretty cool | https://t.co/e2wzu1uXfE Open Source Data Science Masters via @clarecorthell #machinelearning #datascienc…",FALSE,0,NA,2015-03-29 00:37:33,FALSE,NA,"581978466360430592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","irenamiller",10,TRUE,FALSE,NA,NA
"542","RT @exaptive: ""Are Data Scientists Earning Their Salaries?"" http://t.co/ctLtDXQQ20 by @wired #datascience #bigdata http://t.co/z0DV2Yqos2",FALSE,0,NA,2015-03-29 00:37:29,FALSE,NA,"581978447863521280",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",3,TRUE,FALSE,NA,NA
"543","RT @syvylyze: Will #DeepLearning take over #MachineLearning , make other algorithms obsolete? http://t.co/Jl46F7v63N 
#DataScience #BigData",FALSE,0,NA,2015-03-29 00:37:25,FALSE,NA,"581978433984544768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marybuc76350984",17,TRUE,FALSE,NA,NA
"544","Fragmentation in #IoT http://t.co/oMmPdBwPNg #DataScience #connectedthings #analytics #bigdata http://t.co/d4rQdL4UcN",FALSE,6,NA,2015-03-29 00:37:12,FALSE,NA,"581978377713766400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vrstartup",2,FALSE,FALSE,NA,NA
"545","RT @exaptive: ""Are Data Scientists Earning Their Salaries?"" http://t.co/ctLtDXQQ20 by @wired #datascience #bigdata http://t.co/z0DV2Yqos2",FALSE,0,NA,2015-03-29 00:36:59,FALSE,NA,"581978323514839040",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",3,TRUE,FALSE,NA,NA
"546","RT @DataconomyMedia: Guide to #Python Packages For #DataMining: http://t.co/dMNokwL8w6     #BigData #DataScience",FALSE,0,NA,2015-03-29 00:36:44,FALSE,NA,"581978258847232000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EricdeMarylebon",10,TRUE,FALSE,NA,NA
"547","#datascience RT @PredictionIO: Data Engineer vs Data Scientist vs Business Analyst (Or how to pick… Жизнь прекрасна! http://t.co/Nrzon0CZyc",FALSE,1,NA,2015-03-29 00:36:37,FALSE,NA,"581978232104173568",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","xoxoxo_fuck_you",0,FALSE,FALSE,NA,NA
"548","RT @vrstartup: Bluetooth 4.2, The Foundation For #IoT Devices https://t.co/X1Rybh9a3t #internetofthings #bigdata #datascience",FALSE,0,NA,2015-03-29 00:36:00,FALSE,NA,"581978077523275776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",7,TRUE,FALSE,NA,NA
"549","RT @YangChangyu: First @WhiteHouse #Data #Chief ""DJ Patil"" Discusses His Top Priorities http://t.co/14b4tD73BH #DataScientist @dpatil #BigD…",FALSE,0,NA,2015-03-29 00:35:50,FALSE,NA,"581978033839587328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",6,TRUE,FALSE,NA,NA
"550","RT @PredictionIO: Data Engineer vs Data Scientist vs Business Analyst (Or how to pick apart a unicorn) by @KevinSchmidtBiz #datascience htt…",FALSE,0,NA,2015-03-29 00:35:37,FALSE,NA,"581977980760621056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",14,TRUE,FALSE,NA,NA
"551","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:35:22,FALSE,NA,"581977917988737024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angelineistatut",11,TRUE,FALSE,NA,NA
"552","RT @DistrictDataLab: LinkedIn offers researchers $25K for ways to change the world with its data http://t.co/QlRTCQqkqy #DataScience #BigDa…",FALSE,0,NA,2015-03-29 00:35:12,FALSE,NA,"581977873998807040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angelineistatut",6,TRUE,FALSE,NA,NA
"553","RT @gin05680: Topic Modelling: Working out the optimal number of topics - http://t.co/fnOStNHKg1  #bigdata #datascience
#analytics",FALSE,0,NA,2015-03-29 00:35:01,FALSE,NA,"581977827945267200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",8,TRUE,FALSE,NA,NA
"554","RT @KirkDBorne: New Spatial Aggregation Tutorial for GIS Tools on Hadoop: http://t.co/JTBcvZJsNi #Geospatial #BigData #DataScience #ISGEO H…",FALSE,0,NA,2015-03-29 00:34:58,FALSE,NA,"581977817103114241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",14,TRUE,FALSE,NA,NA
"555","“@BigDataGal: #rstats #datascience Using the R MatchIt package for propensity score analysis http://t.co/KtyYFS7WAI” good code example",FALSE,1,"BigDataGal",2015-03-29 00:34:49,FALSE,"581969812819148800","581977779253714945","894057794","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","peterdavenport8",0,FALSE,FALSE,NA,NA
"556","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:34:35,FALSE,NA,"581977717974913025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DvFrisco",11,TRUE,FALSE,NA,NA
"557","RT @RPCraig: This is pretty cool | https://t.co/e2wzu1uXfE Open Source Data Science Masters via @clarecorthell #machinelearning #datascienc…",FALSE,0,NA,2015-03-29 00:34:10,FALSE,NA,"581977612655796224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",10,TRUE,FALSE,NA,NA
"558","RT @carrerasgene1: ""@DaveRubal: ""@KirkDBorne: #BigData, or Not Big Data: http://t.co/PQ2rTzrw3i #DataScience via @DataScienceCtrl http://t.…",FALSE,0,NA,2015-03-29 00:34:05,FALSE,NA,"581977594372988928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",7,TRUE,FALSE,NA,NA
"559","RT @LovableDaily: Festo Unveils #3D-Printed #robotics Insects http://t.co/UxN8bf68YT #IoT #drones #DataScience #3dprinting http://t.co/RILN…",FALSE,0,NA,2015-03-29 00:34:03,FALSE,NA,"581977584310714368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",16,TRUE,FALSE,NA,NA
"560","RT @ImmenseCharisma: Why “Big Data” Is a Big Deal

http://t.co/aAw3LMJ76k

#dataAnalytics #DataScience #Entrepreneurs",FALSE,0,NA,2015-03-29 00:34:02,FALSE,NA,"581977578681933824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",6,TRUE,FALSE,NA,NA
"561","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:33:45,FALSE,NA,"581977510231048193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eprado_melo",11,TRUE,FALSE,NA,NA
"562","RT @RimbitCom: RT @Jeff88Ho: RT @KirkDBorne: Introduction to Bayesian networks: http://t.co/UgOgnjTvKT #BigData #DataScience #MachineLearni…",FALSE,0,NA,2015-03-29 00:33:42,FALSE,NA,"581977494867173376",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",2,TRUE,FALSE,NA,NA
"563","RT @DaveRubal: ""@carrerasgene1: ""@DaveRubal: ""@KirkDBorne: #BigData, or Not Big Data: http://t.co/djdd252iNA #DataScience http://t.co/p0FU8…",FALSE,0,NA,2015-03-29 00:33:38,FALSE,NA,"581977480766033920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",5,TRUE,FALSE,NA,NA
"564","RT @shobhitsharma12: #Volume vs #Value of #Data, Whr Size Does Matter ! #BigData #IoT #IoE #DataStrategy #DataScience #IT http://t.co/qBETh…",FALSE,0,NA,2015-03-29 00:33:25,FALSE,NA,"581977423840964608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",10,TRUE,FALSE,NA,NA
"565","RT @DataScienceBe: Thank you @GilPress for including the Data Innovation Summit in your event list http://t.co/yYMfKxUMrU #datascience http…",FALSE,0,NA,2015-03-29 00:32:50,FALSE,NA,"581977278583861248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",6,TRUE,FALSE,NA,NA
"566","RT @KirkDBorne: A Very Short History Of X, by @GilPress:
#BigData: http://t.co/m5IaBhWSAD
#DataScience: http://t.co/Q8wByfBh68
#IoT: http:/…",FALSE,0,NA,2015-03-29 00:32:48,FALSE,NA,"581977268337152000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",20,TRUE,FALSE,NA,NA
"567","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:32:35,FALSE,NA,"581977213894991872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSaharov",11,TRUE,FALSE,NA,NA
"568","RT @DataconomyMedia: Guide to #Python Packages For #DataMining: http://t.co/dMNokwL8w6     #BigData #DataScience",FALSE,0,NA,2015-03-29 00:32:29,FALSE,NA,"581977189048033280",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",10,TRUE,FALSE,NA,NA
"569","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:32:18,FALSE,NA,"581977142545743872",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",11,TRUE,FALSE,NA,NA
"570","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:32:05,FALSE,NA,"581977088363606017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1MalachiD",11,TRUE,FALSE,NA,NA
"571","RT @DistrictDataLab: LinkedIn offers researchers $25K for ways to change the world with its data http://t.co/QlRTCQqkqy #DataScience #BigDa…",FALSE,0,NA,2015-03-29 00:31:50,FALSE,NA,"581977028053766146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1MalachiD",6,TRUE,FALSE,NA,NA
"572","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:31:30,FALSE,NA,"581976945115701248",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","BigDataBuzzNet",11,TRUE,FALSE,NA,NA
"573","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:31:29,FALSE,NA,"581976940866863104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JaimeAPalomeque",11,TRUE,FALSE,NA,NA
"574","RT @KirkDBorne: RT @AngelaZutavern: Learning to See Data http://t.co/OGNaAtdBwP &lt;=&gt;Brilliant insights on visual information.
#BigData #Data…",FALSE,0,NA,2015-03-29 00:31:23,FALSE,NA,"581976915084386304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DataSciNews",5,TRUE,FALSE,NA,NA
"575","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:30:21,FALSE,NA,"581976653456367617",NA,"<a href=""http://www.visicomscientific.com"" rel=""nofollow"">SnapShopPro</a>","softwareguru1",11,TRUE,FALSE,NA,NA
"576","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:29:32,FALSE,NA,"581976447499272192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Luisfer199",11,TRUE,FALSE,NA,NA
"577","RT @exaptive: ""Are Data Scientists Earning Their Salaries?"" http://t.co/ctLtDXQQ20 by @wired #datascience #bigdata http://t.co/z0DV2Yqos2",FALSE,0,NA,2015-03-29 00:27:14,FALSE,NA,"581975870522421248",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",3,TRUE,FALSE,NA,NA
"578","RT @DistrictDataLab: LinkedIn offers researchers $25K for ways to change the world with its data http://t.co/QlRTCQqkqy #DataScience #BigDa…",FALSE,0,NA,2015-03-29 00:27:14,FALSE,NA,"581975869696139264",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",6,TRUE,FALSE,NA,NA
"579","RT @boxstergts: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/OBdPmPQADh #bigdata #datascience http://t.co/B…",FALSE,0,NA,2015-03-29 00:27:14,FALSE,NA,"581975869536747520",NA,"<a href=""http://www.itknowingness.com"" rel=""nofollow"">ttools it knowingness</a>","itknowingness",2,TRUE,FALSE,NA,NA
"580","RT @ImmenseCharisma: How data analysis can drive your business

http://t.co/6ytKqXLNha #DataScience #dataAnalytics #Entrepreneurs",FALSE,0,NA,2015-03-29 00:27:14,FALSE,NA,"581975868886659073",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",5,TRUE,FALSE,NA,NA
"581","RT @johndjohnsonusu: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t…",FALSE,0,NA,2015-03-29 00:27:14,FALSE,NA,"581975868098142208",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",11,TRUE,FALSE,NA,NA
"582","RT @boxstergts: Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/OBdPmPQADh #bigdata #datascience http://t.co/B…",FALSE,0,NA,2015-03-29 00:27:13,FALSE,NA,"581975867234074624",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",2,TRUE,FALSE,NA,NA
"583","Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/OBdPmPQADh #bigdata #datascience http://t.co/BQVUlQRMNN",FALSE,3,NA,2015-03-29 00:24:49,FALSE,NA,"581975260011966465",NA,"<a href=""http://www.redbirdq.com"" rel=""nofollow"">RedBirdQ</a>","boxstergts",2,FALSE,FALSE,NA,NA
"584","Big Data Explained in Less Than 2 Minutes - To Absolutely Anyone http://t.co/QKs3S8B4vc #bigdata #datascience http://t.co/7YAsqqqhSm",FALSE,8,NA,2015-03-29 00:24:49,FALSE,NA,"581975259995213825",NA,"<a href=""http://www.redbirdq.com"" rel=""nofollow"">RedBirdQ</a>","johndjohnsonusu",11,FALSE,FALSE,NA,NA
